;age;job;marital;education;default;balance;housing;loan;contact;days since last contact;number previous contacts;previous outcome
3884;36;self-employed;married;tertiary;no;506;no;no;cellular;120;1;failure
3885;41;entrepreneur;married;secondary;no;1249;yes;no;cellular;-1;0;unknown
3886;36;management;single;tertiary;no;678;no;yes;unknown;-1;0;unknown
3887;27;management;single;tertiary;no;212;yes;no;cellular;-1;0;unknown
3888;37;technician;divorced;secondary;no;23;no;no;cellular;-1;0;unknown
3889;47;management;single;tertiary;no;4402;no;no;telephone;190;1;other
3890;31;services;divorced;primary;no;459;yes;no;cellular;293;1;success
3891;39;self-employed;married;secondary;no;4722;yes;no;unknown;-1;0;unknown
3892;35;admin.;divorced;tertiary;no;1555;yes;no;unknown;-1;0;unknown
3893;40;blue-collar;married;secondary;no;61;yes;no;unknown;-1;0;unknown
3894;38;management;single;tertiary;no;0;yes;no;cellular;-1;0;unknown
3895;31;technician;married;secondary;no;3706;yes;no;cellular;-1;0;unknown
3896;36;blue-collar;married;primary;no;1177;no;no;cellular;311;4;success
3897;53;management;married;primary;no;2096;no;no;unknown;-1;0;unknown
3898;59;blue-collar;married;primary;no;748;no;no;unknown;-1;0;unknown
3899;29;management;single;tertiary;no;3357;no;no;cellular;-1;0;unknown
3900;30;admin.;single;secondary;no;3809;yes;no;unknown;-1;0;unknown
3901;52;admin.;married;secondary;no;395;yes;no;unknown;-1;0;unknown
3902;55;blue-collar;married;secondary;no;1011;yes;no;cellular;-1;0;unknown
3903;56;blue-collar;married;primary;no;420;yes;no;unknown;-1;0;unknown
3904;32;admin.;married;secondary;no;76;yes;no;unknown;-1;0;unknown
3905;24;blue-collar;married;secondary;no;0;no;no;unknown;-1;0;unknown
3906;51;blue-collar;married;primary;no;844;yes;no;unknown;-1;0;unknown
3907;36;management;married;tertiary;no;1318;yes;no;cellular;-1;0;unknown
3908;36;technician;married;tertiary;no;167;yes;no;cellular;-1;0;unknown
3909;42;management;married;tertiary;no;2187;yes;no;cellular;-1;0;unknown
3910;49;admin.;married;secondary;no;14440;yes;no;cellular;-1;0;unknown
3911;48;management;married;secondary;no;2294;yes;no;unknown;-1;0;unknown
3912;36;management;married;secondary;no;80;yes;no;unknown;-1;0;unknown
3913;48;management;married;primary;no;2537;no;no;cellular;-1;0;unknown
3914;30;technician;married;tertiary;no;569;no;no;cellular;-1;0;unknown
3915;27;management;single;tertiary;yes;0;no;yes;cellular;-1;0;unknown
3916;38;entrepreneur;married;tertiary;no;0;yes;no;cellular;-1;0;unknown
3917;36;technician;single;secondary;yes;12;no;no;cellular;-1;0;unknown
3918;45;technician;married;secondary;no;49;no;no;cellular;-1;0;unknown
3919;44;housemaid;married;tertiary;no;460;no;no;unknown;-1;0;unknown
3920;42;technician;married;secondary;no;613;yes;no;cellular;-1;0;unknown
3921;37;entrepreneur;married;tertiary;no;7944;no;no;cellular;-1;0;unknown
3922;48;blue-collar;married;secondary;no;1143;yes;no;cellular;317;1;failure
3923;57;retired;married;primary;no;-464;yes;no;cellular;190;6;failure
3924;44;services;married;secondary;no;1989;yes;yes;cellular;-1;0;unknown
3925;48;technician;married;secondary;no;17;yes;yes;cellular;-1;0;unknown
3926;56;retired;married;primary;no;-1;no;no;cellular;-1;0;unknown
3927;37;management;married;tertiary;no;1698;yes;no;unknown;-1;0;unknown
3928;47;blue-collar;married;secondary;no;5306;yes;no;unknown;-1;0;unknown
3929;54;housemaid;married;unknown;no;0;no;no;cellular;145;3;other
3930;51;retired;divorced;secondary;no;1679;no;no;cellular;365;9;other
3931;47;admin.;married;secondary;no;3676;no;no;cellular;95;3;success
3932;25;management;married;tertiary;no;-242;yes;yes;cellular;332;4;other
3933;39;services;single;secondary;no;471;no;no;unknown;-1;0;unknown
3934;40;management;married;tertiary;no;8902;yes;no;cellular;-1;0;unknown
3935;38;management;single;tertiary;no;1704;no;no;cellular;-1;0;unknown
3936;34;management;married;tertiary;no;3050;yes;no;cellular;-1;0;unknown
3937;53;housemaid;married;primary;no;2581;no;no;cellular;-1;0;unknown
3938;32;services;married;secondary;no;162;yes;no;unknown;-1;0;unknown
3939;35;blue-collar;married;secondary;no;243;yes;no;cellular;-1;0;unknown
3940;24;student;single;secondary;no;1847;no;no;cellular;-1;0;unknown
3941;58;blue-collar;married;primary;no;0;yes;no;unknown;-1;0;unknown
3942;49;management;married;primary;no;3371;no;no;cellular;-1;0;unknown
3943;45;services;single;secondary;no;1757;yes;no;cellular;326;1;other
3944;55;management;married;tertiary;no;171;yes;no;cellular;-1;0;unknown
3945;42;entrepreneur;married;tertiary;no;157;yes;yes;unknown;-1;0;unknown
3946;28;admin.;married;secondary;no;934;yes;no;unknown;-1;0;unknown
3947;48;blue-collar;married;secondary;no;-19;no;yes;unknown;-1;0;unknown
3948;51;management;single;tertiary;yes;-55;yes;no;cellular;-1;0;unknown
3949;38;housemaid;married;primary;no;21;no;no;cellular;-1;0;unknown
3950;27;blue-collar;single;secondary;no;14;no;no;unknown;-1;0;unknown
3951;50;technician;single;secondary;no;246;yes;no;cellular;123;2;failure
3952;44;blue-collar;married;primary;no;887;yes;no;cellular;363;1;failure
3953;40;management;married;tertiary;no;51;no;no;cellular;-1;0;unknown
3954;29;services;single;secondary;no;-287;yes;no;cellular;-1;0;unknown
3955;34;services;married;secondary;no;0;yes;no;cellular;-1;0;unknown
3956;44;self-employed;single;tertiary;no;2734;yes;no;cellular;-1;0;unknown
3957;50;entrepreneur;married;tertiary;no;52;no;no;cellular;-1;0;unknown
3958;34;management;married;tertiary;no;2594;yes;no;cellular;-1;0;unknown
3959;54;retired;divorced;primary;no;22;no;no;unknown;-1;0;unknown
3960;34;technician;married;tertiary;no;1611;yes;no;cellular;-1;0;unknown
3961;34;admin.;single;tertiary;no;18;yes;yes;cellular;-1;0;unknown
3962;52;blue-collar;married;primary;no;1331;yes;no;cellular;-1;0;unknown
3963;60;unknown;married;unknown;no;7337;no;no;cellular;-1;0;unknown
3964;39;management;single;secondary;no;835;yes;no;unknown;-1;0;unknown
3965;58;retired;married;primary;no;5092;no;no;unknown;-1;0;unknown
3966;41;technician;divorced;secondary;no;52;no;no;cellular;-1;0;unknown
3967;48;technician;married;secondary;no;10655;no;no;telephone;-1;0;unknown
3968;58;management;married;tertiary;no;1831;no;no;cellular;-1;0;unknown
3969;40;self-employed;married;primary;no;92;yes;no;unknown;-1;0;unknown
3970;48;management;married;tertiary;no;586;yes;yes;cellular;-1;0;unknown
3971;52;blue-collar;divorced;primary;no;1758;yes;no;unknown;-1;0;unknown
3972;50;self-employed;married;secondary;no;2061;yes;yes;cellular;244;3;failure
3973;25;technician;single;secondary;no;959;no;no;cellular;-1;0;unknown
3974;54;retired;married;primary;no;208;no;no;unknown;-1;0;unknown
3975;34;services;married;secondary;no;-315;yes;no;unknown;-1;0;unknown
3976;48;management;married;tertiary;yes;-13;yes;no;cellular;291;2;other
3977;37;admin.;married;tertiary;no;801;no;no;cellular;-1;0;unknown
3978;66;retired;married;tertiary;no;1948;no;no;cellular;91;4;success
3979;32;management;single;tertiary;no;751;yes;no;unknown;-1;0;unknown
3980;45;blue-collar;married;secondary;no;784;yes;yes;unknown;-1;0;unknown
3981;43;blue-collar;single;secondary;no;24;no;no;cellular;363;1;failure
3982;41;management;married;tertiary;no;72;yes;no;unknown;-1;0;unknown
3983;40;technician;divorced;tertiary;no;1871;yes;no;cellular;-1;0;unknown
3984;44;services;single;secondary;no;1378;yes;no;unknown;-1;0;unknown
3985;43;blue-collar;married;primary;no;188;yes;no;cellular;347;5;failure
3986;30;unknown;single;tertiary;no;6836;no;no;cellular;-1;0;unknown
3987;32;services;married;secondary;no;61;yes;no;cellular;-1;0;unknown
3988;57;admin.;married;secondary;no;-967;yes;no;telephone;-1;0;unknown
3989;31;blue-collar;single;tertiary;no;462;yes;yes;unknown;-1;0;unknown
3990;49;unknown;married;secondary;no;0;no;no;cellular;-1;0;unknown
3991;31;admin.;single;secondary;no;5527;yes;no;unknown;-1;0;unknown
3992;41;admin.;married;tertiary;no;1287;no;no;unknown;-1;0;unknown
3993;44;management;married;tertiary;no;17361;no;no;unknown;-1;0;unknown
3994;54;entrepreneur;married;unknown;no;1956;no;no;cellular;-1;0;unknown
3995;37;blue-collar;divorced;secondary;no;0;yes;no;cellular;-1;0;unknown
3996;34;management;married;secondary;no;-294;yes;no;unknown;-1;0;unknown
3997;43;technician;married;secondary;no;275;no;no;cellular;-1;0;unknown
3998;44;management;married;tertiary;no;724;yes;no;cellular;172;1;failure
3999;44;services;married;secondary;no;27;no;no;cellular;-1;0;unknown
4000;53;admin.;divorced;secondary;no;26;yes;no;cellular;359;1;failure
4001;36;technician;married;secondary;no;191;no;no;cellular;-1;0;unknown
4002;58;technician;divorced;secondary;no;-123;no;no;cellular;-1;0;unknown
4003;26;student;single;secondary;no;-147;no;no;unknown;-1;0;unknown
4004;34;technician;single;secondary;no;179;no;no;cellular;-1;0;unknown
4005;55;blue-collar;married;primary;no;1086;yes;no;cellular;272;2;failure
4006;55;blue-collar;married;secondary;no;471;yes;no;unknown;-1;0;unknown
4007;34;entrepreneur;married;tertiary;no;105;yes;no;unknown;-1;0;unknown
4008;41;entrepreneur;divorced;secondary;no;1588;yes;yes;unknown;-1;0;unknown
4009;38;housemaid;divorced;secondary;no;70;no;no;cellular;148;1;success
4010;28;blue-collar;single;secondary;no;2700;no;no;cellular;-1;0;unknown
4011;41;technician;married;secondary;no;1602;yes;no;cellular;-1;0;unknown
4012;30;admin.;married;tertiary;no;0;yes;no;cellular;-1;0;unknown
4013;39;technician;married;unknown;no;839;no;no;unknown;-1;0;unknown
4014;41;admin.;married;secondary;no;21515;yes;no;unknown;-1;0;unknown
4015;36;technician;married;secondary;no;5902;yes;no;unknown;-1;0;unknown
4016;37;management;married;tertiary;no;547;yes;yes;unknown;-1;0;unknown
4017;59;self-employed;married;tertiary;no;3800;no;yes;cellular;-1;0;unknown
4018;26;technician;single;secondary;no;261;yes;no;unknown;-1;0;unknown
4019;43;technician;married;secondary;no;0;yes;yes;cellular;204;5;failure
4020;42;management;married;secondary;yes;-34;no;no;cellular;-1;0;unknown
4021;46;blue-collar;married;unknown;no;9328;yes;no;cellular;-1;0;unknown
4022;31;admin.;married;secondary;no;5;yes;yes;cellular;-1;0;unknown
4023;43;unemployed;married;secondary;no;3529;no;no;cellular;-1;0;unknown
4024;48;blue-collar;single;tertiary;no;2330;yes;no;unknown;-1;0;unknown
4025;41;blue-collar;married;secondary;no;1334;yes;no;cellular;-1;0;unknown
4026;32;self-employed;married;tertiary;no;3601;no;no;cellular;-1;0;unknown
4027;45;technician;married;tertiary;no;265;no;no;cellular;-1;0;unknown
4028;52;admin.;single;unknown;no;2227;no;no;cellular;-1;0;unknown
4029;37;self-employed;married;secondary;no;487;no;yes;cellular;-1;0;unknown
4030;38;blue-collar;divorced;secondary;no;0;yes;no;cellular;173;1;failure
4031;36;services;single;secondary;no;174;yes;no;unknown;-1;0;unknown
4032;58;retired;married;secondary;no;14412;no;no;cellular;-1;0;unknown
4033;37;management;married;tertiary;no;3288;no;no;cellular;-1;0;unknown
4034;30;technician;single;secondary;no;57;no;no;cellular;-1;0;unknown
4035;47;technician;married;secondary;no;2246;yes;no;cellular;-1;0;unknown
4036;40;technician;married;secondary;no;4441;yes;no;cellular;183;2;failure
4037;42;management;divorced;tertiary;no;0;no;no;unknown;-1;0;unknown
4038;71;unknown;married;tertiary;no;353;no;no;cellular;93;2;failure
4039;54;blue-collar;married;secondary;no;448;yes;yes;cellular;-1;0;unknown
4040;53;entrepreneur;married;primary;no;27;yes;no;telephone;-1;0;unknown
4041;33;blue-collar;divorced;secondary;no;474;no;no;cellular;-1;0;unknown
4042;30;technician;single;tertiary;no;1185;yes;no;cellular;339;1;failure
4043;39;services;divorced;secondary;no;282;yes;no;cellular;-1;0;unknown
4044;32;blue-collar;married;secondary;no;2;yes;no;cellular;309;1;failure
4045;34;technician;single;secondary;no;60;no;no;cellular;-1;0;unknown
4046;39;self-employed;single;tertiary;no;3972;no;no;cellular;-1;0;unknown
4047;75;retired;married;secondary;no;26452;no;no;telephone;-1;0;unknown
4048;33;admin.;divorced;secondary;no;818;yes;yes;cellular;-1;0;unknown
4049;40;services;married;secondary;no;9374;yes;no;cellular;185;1;failure
4050;37;technician;married;unknown;no;47;no;no;unknown;-1;0;unknown
4051;69;retired;married;primary;no;279;no;no;telephone;-1;0;unknown
4052;52;unemployed;married;primary;no;20;yes;no;telephone;-1;0;unknown
4053;31;admin.;divorced;secondary;no;360;no;no;cellular;297;2;other
4054;28;technician;single;secondary;no;1532;no;no;cellular;107;5;failure
4055;29;management;single;tertiary;no;1673;no;no;cellular;159;3;other
4056;46;services;married;secondary;no;2420;no;no;cellular;-1;0;unknown
4057;28;blue-collar;married;secondary;no;100;yes;yes;unknown;-1;0;unknown
4058;41;admin.;married;secondary;no;0;no;no;unknown;-1;0;unknown
4059;42;technician;divorced;secondary;no;1533;no;yes;cellular;-1;0;unknown
4060;34;admin.;single;secondary;no;296;no;no;cellular;-1;0;unknown
4061;28;blue-collar;married;secondary;no;2788;yes;no;unknown;-1;0;unknown
4062;43;management;single;secondary;no;109;yes;no;unknown;-1;0;unknown
4063;32;technician;married;secondary;no;485;no;no;cellular;-1;0;unknown
4064;33;technician;single;tertiary;no;125;no;no;telephone;-1;0;unknown
4065;70;retired;married;secondary;no;616;no;no;cellular;182;1;failure
4066;36;services;married;secondary;no;3064;yes;no;telephone;107;4;failure
4067;53;technician;married;secondary;no;206;no;no;cellular;-1;0;unknown
4068;30;blue-collar;single;secondary;no;6900;no;no;cellular;-1;0;unknown
4069;45;services;divorced;secondary;no;-179;no;no;unknown;-1;0;unknown
4070;31;services;single;secondary;no;481;yes;no;cellular;183;2;failure
4071;28;admin.;married;secondary;no;12;yes;no;cellular;256;3;other
4072;45;blue-collar;married;primary;no;0;no;no;unknown;-1;0;unknown
4073;51;management;married;tertiary;no;176;yes;yes;unknown;687;2;failure
4074;53;management;married;primary;no;4086;no;no;unknown;-1;0;unknown
4075;40;technician;married;secondary;no;257;yes;no;unknown;-1;0;unknown
4076;53;blue-collar;married;primary;no;53;yes;no;cellular;140;1;failure
4077;31;blue-collar;divorced;secondary;no;6;yes;no;cellular;-1;0;unknown
4078;30;management;married;tertiary;no;562;no;no;cellular;-1;0;unknown
4079;53;entrepreneur;married;secondary;no;-118;yes;no;unknown;-1;0;unknown
4080;40;blue-collar;married;primary;no;2805;yes;no;cellular;353;23;failure
4081;26;management;single;secondary;no;565;yes;no;unknown;-1;0;unknown
4082;47;blue-collar;married;secondary;no;0;yes;no;cellular;-1;0;unknown
4083;51;management;married;tertiary;no;1612;no;no;cellular;182;5;failure
4084;45;unemployed;married;primary;no;180;yes;yes;unknown;-1;0;unknown
4085;35;management;married;tertiary;no;0;yes;no;cellular;-1;0;unknown
4086;36;management;single;tertiary;no;876;yes;no;unknown;-1;0;unknown
4087;57;admin.;married;secondary;no;2137;no;no;telephone;-1;0;unknown
4088;42;blue-collar;married;primary;no;260;yes;no;telephone;-1;0;unknown
4089;32;blue-collar;married;secondary;yes;-53;yes;no;cellular;272;1;other
4090;30;management;married;tertiary;no;944;no;no;cellular;-1;0;unknown
4091;36;technician;married;secondary;no;2394;no;no;cellular;-1;0;unknown
4092;43;technician;married;secondary;no;297;yes;no;cellular;-1;0;unknown
4093;69;retired;single;tertiary;no;2144;no;no;cellular;184;4;success
4094;31;technician;single;tertiary;no;969;no;no;cellular;-1;0;unknown
4095;35;technician;married;secondary;no;0;no;no;cellular;-1;0;unknown
4096;26;entrepreneur;married;tertiary;no;37;yes;yes;cellular;363;2;failure
4097;46;technician;married;secondary;no;410;no;yes;cellular;-1;0;unknown
4098;30;technician;married;secondary;no;1211;yes;no;cellular;-1;0;unknown
4099;33;management;single;tertiary;no;71;no;no;cellular;-1;0;unknown
4100;34;management;married;tertiary;no;436;yes;no;cellular;345;1;failure
4101;48;blue-collar;married;primary;no;559;yes;no;unknown;-1;0;unknown
4102;31;management;married;tertiary;no;1170;no;no;cellular;-1;0;unknown
4103;46;management;divorced;tertiary;no;25;no;no;unknown;-1;0;unknown
4104;40;services;married;secondary;no;1325;no;no;unknown;-1;0;unknown
4105;39;entrepreneur;married;secondary;no;0;no;no;cellular;-1;0;unknown
4106;33;technician;single;secondary;no;647;yes;yes;cellular;273;1;other
4107;50;blue-collar;married;primary;no;2142;yes;no;cellular;224;1;other
4108;84;retired;divorced;primary;no;639;no;no;telephone;-1;0;unknown
4109;40;blue-collar;married;primary;no;177;yes;yes;telephone;-1;0;unknown
4110;55;management;married;tertiary;no;236;no;no;cellular;-1;0;unknown
4111;40;services;divorced;secondary;no;1959;yes;no;unknown;-1;0;unknown
4112;46;admin.;married;primary;no;96;no;no;telephone;-1;0;unknown
4113;43;self-employed;single;tertiary;no;0;no;no;unknown;-1;0;unknown
4114;34;blue-collar;married;secondary;no;250;yes;no;unknown;-1;0;unknown
4115;35;technician;single;secondary;no;126;no;no;cellular;-1;0;unknown
4116;57;retired;married;unknown;no;1621;yes;no;unknown;-1;0;unknown
4117;25;student;single;secondary;no;8;no;no;cellular;-1;0;unknown
4118;32;self-employed;married;tertiary;no;189;yes;no;unknown;-1;0;unknown
4119;52;retired;single;secondary;no;316;no;no;cellular;-1;0;unknown
4120;31;self-employed;single;tertiary;yes;-282;yes;no;cellular;-1;0;unknown
4121;34;management;married;tertiary;no;-308;yes;no;cellular;-1;0;unknown
4122;42;technician;divorced;secondary;no;248;no;no;cellular;-1;0;unknown
4123;47;blue-collar;divorced;primary;no;126;yes;no;unknown;-1;0;unknown
4124;50;self-employed;divorced;tertiary;no;13;yes;no;cellular;-1;0;unknown
4125;30;technician;married;secondary;no;-393;yes;yes;cellular;-1;0;unknown
4126;33;services;single;secondary;no;358;yes;no;cellular;356;3;failure
4127;56;technician;single;tertiary;no;917;no;no;unknown;-1;0;unknown
4128;34;admin.;divorced;secondary;no;1268;yes;no;cellular;-1;0;unknown
4129;33;technician;married;secondary;no;-163;yes;yes;cellular;-1;0;unknown
4130;32;management;single;tertiary;no;473;yes;no;cellular;361;1;other
4131;34;management;married;tertiary;no;4831;yes;no;cellular;-1;0;unknown
4132;37;technician;married;secondary;no;1063;yes;no;cellular;-1;0;unknown
4133;30;management;married;secondary;no;0;yes;no;cellular;-1;0;unknown
4134;29;blue-collar;married;secondary;no;424;yes;yes;unknown;-1;0;unknown
4135;56;unemployed;divorced;primary;no;802;no;no;telephone;-1;0;unknown
